LogisticTS,LogisticPGTS,LinTS,LinUCB,LinUCBHybrid
0.0,0.36118987763607174,0.3434114001672139,0.0,0.0
0.16771396918448034,0.4219344518822357,0.47870165000212556,0.27228676479996633,0.01726553156787658
0.20032710492803196,0.9788383218207262,0.47870165000212556,0.3475902781553813,0.34798726477884917
0.20032710492803196,0.9788383218207262,0.600432155517157,0.3949425529224137,0.7608716163822675
0.2901050875268606,1.2649686983392843,0.600432155517157,0.5702760679218255,0.9806908147310289
0.3946034274402347,1.7616156788371864,0.600432155517157,0.9328947264332702,0.9806908147310289
0.3946034274402347,2.062511881941882,1.2353986073771157,1.3348300058825748,1.035056910109272
0.3946034274402347,2.1012412709289925,1.4753406406636138,1.3348300058825748,1.4848545989543547
0.3946034274402347,2.1012412709289925,1.7014047844508497,1.6187982532960197,1.528319098918057
0.8810355967753986,2.2534534929583074,1.8500961614858742,1.6643045678628874,2.074273409820301
1.0550896070784193,2.636127308354947,1.8500961614858742,1.6643045678628874,2.4662934358123403
1.1727992338018312,2.732214735686658,1.8500961614858742,1.9829720362297327,2.5858946675125996
1.3802207986082848,2.732214735686658,1.9502293864484772,2.3975344494659967,3.300726378248166
1.4499734237091113,3.037927903787358,1.9502293864484772,2.3975344494659967,3.6129529407278667
1.4499734237091113,3.3238704978409586,2.053947584448406,2.3975344494659967,3.699435727224619
1.9676907744164605,3.3238704978409586,2.3633334323342203,2.3975344494659967,3.8044332677061936
2.288730598251744,3.4964082860228056,2.7345987514181824,2.3975344494659967,4.151888612666786
2.293703213314711,4.247947754232978,3.081586956408225,2.6685574147266773,4.448497268512521
2.293703213314711,4.253985486430715,3.350232275282397,3.1767697881746306,4.775535790098142
2.3019584680893854,4.525148270986486,3.5731326010536373,3.1767697881746306,4.904978175892139
2.4937719285978224,4.915953545850465,3.701329019533559,3.455180097504694,4.970867387675959
2.4937719285978224,5.2720725989364094,3.701329019533559,3.5017720554033076,4.970867387675959
2.4937719285978224,5.356239486250405,3.701329019533559,3.813689362053954,5.357071476986987
2.518538219538805,5.7499253207217595,4.371811174096077,3.813689362053954,5.608544704942003
2.518538219538805,5.7499253207217595,5.12248240066108,4.03880397001809,5.808827866368566
2.774155558009227,5.7499253207217595,5.12248240066108,4.256364655051216,5.848030611229235
3.094981678898824,5.829848428267381,5.12248240066108,4.256364655051216,5.848030611229235
3.149148000467883,5.829848428267381,5.269403130074659,4.831620423073514,5.952333300318345
3.3157474910505966,6.144177057419936,5.414558215843091,5.042701901125504,6.145672656920121
3.3157474910505966,6.144177057419936,5.414558215843091,5.44314546014032,6.145672656920121
3.3157474910505966,6.194387112567416,5.597266711246146,5.475278032248863,6.32801565347625
