LogisticTS,LogisticPGTS,LinTS,LinUCB,LinUCBHybrid
0.14163880922667155,0.07066956385792567,0.0,0.0,0.1772115346316656
0.2616003608149586,0.46229118070338454,0.05300163153357218,0.35999165900442637,0.8499819422421817
0.29266519726100787,0.8722233054727433,0.23828000205908717,0.35999165900442637,0.9434603600368983
0.5436943843845263,0.8722233054727433,0.23828000205908717,0.35999165900442637,1.216428492569189
1.2264723267967081,0.8722233054727433,0.2759533149259036,0.35999165900442637,1.3535813446000273
1.606763061133363,0.8722233054727433,0.2759533149259036,0.7149600640693432,1.4002012463056817
1.6933084288124944,0.9234834254119452,0.2759533149259036,0.7469019246223971,1.4002012463056817
1.6933084288124944,1.0848060327608886,0.5498761729637949,0.9580820936239887,1.4002012463056817
1.8366436178366587,1.0848060327608886,1.056046165652865,0.9580820936239887,1.4294017167536444
1.9258740780520065,1.3116174203660638,1.278363341314047,1.289598974824197,1.4294017167536444
2.2090605633402385,1.5598887079324917,1.7003409453018765,1.289598974824197,1.8650771013281586
2.4257409423535927,1.9115798586051105,1.7064761187596993,1.289598974824197,1.8650771013281586
2.62551008149781,1.9115798586051105,1.857533356322612,1.3111681587146458,1.9370969267868627
2.62551008149781,1.926153504067182,1.857533356322612,1.5300137891858394,1.9370969267868627
3.218153713246613,1.926153504067182,2.4977910654886286,1.7106082193631602,2.1570452610128075
3.4408442833347253,2.110055875170779,2.6980728756779198,1.7106082193631602,2.1795091918480782
3.4408442833347253,2.6646418143586112,2.7602616116809613,1.7106082193631602,2.1795091918480782
3.5315550911251474,3.0676880404199385,2.933335113685641,1.7797360347580233,2.1795091918480782
3.5315550911251474,3.0676880404199385,2.933335113685641,1.9998651286160531,2.1795091918480782
3.8527595760887885,3.339310704519404,2.933335113685641,1.9998651286160531,2.326799958468403
3.9125167808057015,3.4463465165696032,2.946169509300778,2.0908250656279748,2.501298946070825
3.9125167808057015,3.7785969982387675,3.118817632527175,2.308096455873098,2.501298946070825
3.9125167808057015,3.9304378237794206,3.4343169041424333,2.3900294544457807,2.501298946070825
4.021710532510537,4.285123120648191,3.536931165543914,2.3900294544457807,2.6020473350966786
4.021710532510537,4.687444864167871,3.5634101814476704,2.3900294544457807,2.62591669733212
4.021710532510537,4.98591446352025,3.668078553872924,2.4933196743779047,3.0884242272589217
4.21004531164716,5.093362162698849,3.8623487425585488,2.4933196743779047,3.7172398593374356
4.21004531164716,5.276064191158605,4.063969680677472,2.5625002576504015,3.7172398593374356
4.52566181300174,5.507516693023479,4.30605166302342,2.5625002576504015,3.7172398593374356
4.542025647363269,5.715772041225243,4.726978314049589,2.5625002576504015,3.726513404521758
4.542025647363269,6.234637165556828,4.826674183081965,2.5625002576504015,3.726513404521758
4.542025647363269,6.268869105833225,5.1748089127948615,2.5625002576504015,3.726513404521758
4.808206270421003,6.500355821696315,5.379099405531526,2.8875003777306176,3.726513404521758
5.077495141833688,6.884605695607401,6.000037854608775,3.2942096250649984,3.739678908602043
5.244673491112922,7.215794644070605,6.000969044010241,3.4505931180699143,4.162518975029346
5.581307750636811,7.484273269663653,6.451375211485771,4.257904518792286,4.408913861089774
5.816195301015778,7.484273269663653,6.540838418270446,4.322568495538643,4.751558977357454
5.816195301015778,7.485999369948914,7.162161725536324,4.361936643156355,5.220572907074168
6.106428222180213,7.580094045872823,7.165673440826968,5.005453323301616,5.220572907074168
6.484645686115971,7.580094045872823,7.165673440826968,5.158859769585101,5.220572907074168
6.723771989763161,7.6559470093626825,7.723800093356668,5.158859769585101,5.220572907074168
6.886966189795429,7.7888919547909,7.97820278799364,5.158859769585101,5.220572907074168
7.036695208239539,7.7888919547909,8.12489577995063,5.427558414812189,5.220572907074168
7.036695208239539,7.7888919547909,8.529885475042224,5.427558414812189,5.220572907074168
7.036695208239539,8.201108594277164,9.00523818116945,5.427558414812189,5.237918805724041
7.036695208239539,8.201108594277164,9.00523818116945,5.485869681364859,5.362998426713465
7.036695208239539,8.426493872121807,9.648882885830186,5.669242883265966,5.763057042866121
7.036695208239539,8.825355885741915,9.840243350463245,5.702789513480227,5.763057042866121
7.089384180460704,9.250539658139056,9.840243350463245,6.19214582877009,5.763057042866121
7.4542681838165405,9.746497224116332,9.939859807204655,6.335928480966235,5.763057042866121
7.480431611107205,9.890315595764585,10.034615970145099,6.335928480966235,5.763057042866121
7.636803063284723,10.19728060341057,10.337023232433463,6.335928480966235,5.793901111209465
7.636803063284723,10.559207087055409,10.365523518012493,6.663800348541785,6.102491757954761
7.636803063284723,10.713017876356748,10.591365744452597,6.812239872014495,6.102491757954761
7.686024205725978,10.854160279803827,10.597386364291944,6.94439198478748,6.17463257587737
7.984115207933902,10.854160279803827,10.777296638871208,7.160200732094797,6.180291743220539
8.013869184461322,11.080034873603587,11.014848742859943,7.160200732094797,6.504145526246685
8.102046624887436,11.275405559505716,11.517246352532986,7.160200732094797,6.504145526246685
8.475183691635301,11.537282788364026,11.812062471544168,7.160200732094797,6.638451827329814
8.854894921584764,11.962931289376572,12.04939564028757,7.295819927312439,6.638451827329814
8.854894921584764,12.480391572167683,12.04939564028757,7.576901803789124,6.638451827329814
8.939780668550643,12.624679962514763,12.33805590101945,7.784791115600009,6.638451827329814
8.939780668550643,12.786512925027354,12.347957932273895,8.167738028275977,7.010375925224413
9.063374062232501,12.786512925027354,12.347957932273895,8.453708297469616,7.010375925224413
9.063374062232501,13.08176889766207,12.347957932273895,8.453708297469616,7.212908209073045
9.063374062232501,13.393432754565596,12.347957932273895,8.729463198720683,7.212908209073045
9.215116739468444,13.393432754565596,12.684198852741611,9.067127953072495,7.212908209073045
9.433476245128428,13.407078867730757,12.684198852741611,9.097382678460951,7.434037713813917
9.57468667167542,13.407078867730757,12.787889284839054,9.097382678460951,8.050898460170442
9.712043079979424,13.407078867730757,12.859485370566777,9.097382678460951,8.405208228679081
9.712043079979424,13.74153127564166,12.859485370566777,9.097382678460951,8.405208228679081
9.79015963193624,13.74153127564166,13.108106809422173,9.097382678460951,8.405208228679081
9.79015963193624,13.80813209105696,13.402098959586386,9.097382678460951,8.564555087020894
